City,Lat,Lng,Max temp,Humidity,Cloudiness,Wind Speed,Date
am timan,11.0297,20.2827,301.09,50,66,2.53,1619664765
puerto penasco,31.3167,-113.5333,293.71,75,0,4.47,1619664927
san juan del sur,11.2529,-85.8705,300.57,70,100,4.45,1619664953
deputatskiy,69.3,139.9,268.24,76,19,1.64,1619664955
nizhniy tsasuchey,50.5167,115.1333,276.9,38,77,8.37,1619664956
iqaluit,63.7506,-68.5145,271.15,100,90,3.6,1619664957
lagoa,39.05,-27.9833,287.61,67,63,4.56,1619664959
santa rosalia,27.3167,-112.2833,290.29,38,0,1.6,1619664960
anshun,26.25,105.9333,292.23,45,79,2.63,1619664961
baiyin,36.5583,104.2081,287.15,33,0,3.0,1619664963
bowen,-20.0167,148.2333,298.15,65,75,7.2,1619664964
rawson,-43.3002,-65.1023,291.38,60,38,4.65,1619664965
majene,-3.5403,118.9707,302.32,69,100,2.53,1619664967
yar-sale,66.8333,70.8333,263.97,93,85,2.71,1619664968
morondava,-20.2833,44.2833,297.61,74,0,2.56,1619664969
husavik,66.0449,-17.3389,271.15,80,0,2.06,1619664971
jesup,31.6074,-81.8854,293.15,83,1,1.73,1619664972
jakar,27.5492,90.7525,288.86,59,26,1.31,1619664974
pacific grove,36.6177,-121.9166,287.59,78,6,1.6,1619664762
yinchuan,38.4681,106.2731,292.04,17,60,2.81,1619664976
sorland,67.667,12.6934,276.26,65,99,6.0,1619664978
tulle,45.3333,1.8333,279.82,87,94,0.42,1619664979
batemans bay,-35.7167,150.1833,294.82,60,14,2.68,1619664693
zhangye,38.9342,100.4517,293.55,11,0,8.02,1619664981
san quintin,30.4833,-115.95,288.41,80,0,3.39,1619664983
okhotsk,59.3833,143.3,276.65,72,80,2.08,1619664984
afikpo,5.8931,7.9374,296.47,86,100,1.38,1619664985
colares,38.7992,-9.4469,286.48,73,100,6.87,1619664987
diffa,13.3154,12.6113,300.32,13,7,4.73,1619664988
lompoc,34.6391,-120.4579,287.15,77,0,5.14,1619664989
golubitskaya,45.3222,37.2822,282.15,76,68,7.0,1619664991
nuuk,64.1835,-51.7216,272.15,100,90,3.6,1619664992
arroyo,41.6096,-4.7969,282.04,100,90,3.6,1619664994
rio brilhante,-21.8019,-54.5464,287.87,49,27,2.31,1619664995
pevek,69.7008,170.3133,268.7,77,99,2.39,1619664996
makakilo city,21.3469,-158.0858,300.15,61,90,3.09,1619664998
spornoye,50.8448,37.2913,275.15,75,0,1.0,1619664999
sayansk,54.1088,102.1648,274.07,81,100,3.06,1619664786
houma,29.5958,-90.7195,297.59,88,1,3.6,1619665001
muisne,0.6,-80.0333,298.06,88,91,1.45,1619664715
touros,-5.1989,-35.4608,298.15,83,20,1.54,1619665004
kloulklubed,7.0419,134.2556,303.15,74,75,3.6,1619665005
banikoara,11.2985,2.4386,300.4,58,92,2.6,1619665007
alugan,12.2188,125.4808,301.66,65,13,2.97,1619664974
saldanha,-33.0117,17.9442,283.15,87,0,1.03,1619665009
krasne,49.9145,24.6134,276.15,100,48,3.0,1619664977
dodge city,37.7528,-100.0171,286.48,76,75,6.17,1619664931
minot,48.2325,-101.2963,282.15,40,1,5.14,1619665013
severo-kurilsk,50.6789,156.125,276.38,83,96,1.87,1619665014
vanimo,-2.6741,141.3028,303.77,61,84,2.45,1619665015
buraydah,26.326,43.975,294.15,60,0,2.57,1619665017
hualmay,-11.0964,-77.6139,292.25,87,10,4.08,1619665018
le vauclin,14.5452,-60.8388,297.15,88,75,2.57,1619665019
port shepstone,-30.7414,30.455,292.81,86,6,5.29,1619665021
perth,-31.9333,115.8333,298.15,60,99,3.6,1619665022
norden,53.6,7.2,280.93,79,100,2.24,1619665024
armidale,-30.5167,151.65,290.93,51,5,2.01,1619665025
tilichiki,60.4667,166.1,273.39,98,100,1.83,1619665026
gat,31.61,34.7642,291.48,84,0,0.4,1619665028
geraldton,-28.7667,114.6,299.15,57,100,4.12,1619664961
necochea,-38.5473,-58.7368,287.04,92,12,0.45,1619665030
cidreira,-30.1811,-50.2056,290.65,83,13,3.09,1619665031
cacequi,-29.8836,-54.825,284.27,72,0,2.34,1619665033
poum,-20.2333,164.0167,297.42,51,0,1.84,1619665034
russell,32.3502,-85.1999,297.15,88,1,2.17,1619665035
salalah,17.0151,54.0924,302.15,79,75,2.06,1619664916
puerto carreno,6.189,-67.4859,297.51,90,100,1.93,1619665038
wonthaggi,-38.6044,145.5913,294.82,73,2,1.69,1619665039
tiznit,29.5833,-9.5,285.71,87,73,0.8,1619665041
labuhan,-6.8844,112.2051,302.38,67,42,2.2,1619665042
alta floresta,-9.8756,-56.0861,297.15,100,75,1.54,1619665043
pekan nenas,1.51,103.5141,303.15,79,20,3.6,1619665045
el alto,-4.2714,-81.2147,293.69,75,39,5.52,1619665046
algiers,36.7525,3.042,287.15,94,40,2.57,1619665047
pitimbu,-7.4706,-34.8086,297.15,94,0,0.51,1619665048
saint-leu,-21.15,55.2833,297.15,78,0,4.63,1619665050
astana,51.1801,71.446,283.15,76,40,2.0,1619665051
sambava,-14.2667,50.1667,296.87,88,12,4.35,1619665052
binay,13.5028,122.5975,302.51,54,38,0.8,1619665054
abu samrah,35.3029,37.1841,290.54,43,6,2.09,1619665055
petropavlovsk-kamchatskiy,53.0452,158.6483,279.15,70,100,7.0,1619665056
mangai,-4.05,19.5333,294.53,99,100,0.6,1619665058
kampong thum,12.7111,104.8887,304.29,59,99,3.0,1619665059
hami,42.8,93.45,295.74,13,32,2.13,1619665060
atasu,48.6814,71.6433,293.29,52,99,4.8,1619665062
muravlenko,63.7898,74.523,274.19,94,100,5.38,1619665063
leningradskiy,69.3833,178.4167,270.3,71,100,0.73,1619664980
wollongong,-34.4333,150.8833,297.04,63,30,1.79,1619665065
lovozero,68.005,35.0117,266.08,86,99,3.15,1619665067
aklavik,68.2191,-135.0107,277.15,52,27,4.12,1619665068
pangai,-19.8,-174.35,300.15,89,75,1.03,1619665069
cherskiy,68.75,161.3,272.26,93,100,4.58,1619665071
yuanping,38.7153,112.7575,289.08,19,41,9.94,1619665072
luganville,-15.5333,167.1667,300.33,64,97,5.79,1619665073
esmeralda,21.8525,-78.1169,297.15,83,20,5.14,1619665075
santiago del estero,-27.7951,-64.2615,289.7,70,71,3.43,1619665076
palomares,17.15,-95.0667,300.04,76,98,8.89,1619665077
puerto rico,-26.796,-55.024,283.11,68,0,0.74,1619665079
binzhou,37.3667,118.0167,294.71,17,99,5.65,1619665080
alem paraiba,-21.8878,-42.7044,292.94,96,82,0.53,1619665082
north bend,43.4065,-124.2243,286.48,82,1,3.6,1619665084
souillac,-20.5167,57.5167,298.15,88,40,4.12,1619665085
namatanai,-3.6667,152.4333,303.06,65,72,4.96,1619665086
inhambane,-23.865,35.3833,295.61,78,0,1.85,1619665088
nantucket,41.2835,-70.0995,282.15,93,90,4.63,1619665089
janakkala,60.9,24.6,272.59,92,18,1.61,1619665090
burnie,-41.0667,145.9167,289.26,72,52,2.24,1619664794
dve mogili,43.6,25.8667,283.15,100,90,1.54,1619665093
bud,39.447,-86.1758,291.48,99,100,4.0,1619665094
hammerfest,70.6634,23.6821,270.15,80,75,2.06,1619665095
blackwater,-23.5833,148.8833,298.52,42,100,5.11,1619665097
belgrade,44.804,20.4651,282.15,93,20,3.6,1619664848
itarema,-2.9248,-39.9167,298.2,87,100,3.28,1619665099
fort nelson,58.8053,-122.7002,276.15,41,75,2.06,1619665100
bria,6.5423,21.9863,294.35,94,97,1.18,1619665102
beihai,21.4833,109.1,297.04,66,99,5.8,1619665103
riohacha,11.5444,-72.9072,298.48,81,96,4.61,1619665104
los llanos de aridane,28.6585,-17.9182,292.15,55,20,3.09,1619665106
sungairaya,0.7,108.9,303.63,58,96,1.37,1619665107
adeje,28.1227,-16.726,291.48,88,20,2.57,1619665108
kangaba,11.9333,-8.4167,303.39,44,95,3.85,1619665110
tanout,14.9709,8.8879,299.8,10,5,4.32,1619665111
viedma,-40.8135,-62.9967,289.95,58,86,4.48,1619665112
petrov val,50.1434,45.2096,278.2,63,0,1.62,1619665114
trincomalee,8.5711,81.2335,301.4,75,75,3.94,1619665115
acandi,8.5063,-77.2778,297.17,91,98,1.46,1619665116
myaundzha,63.0494,147.1858,272.34,95,93,0.69,1619665118
sao felix do xingu,-6.6447,-51.995,294.51,98,98,0.56,1619665119
matagami,49.7502,-77.6328,278.15,52,1,1.54,1619665120
fredericton,45.9454,-66.6656,285.15,50,90,2.57,1619665121
sabang,5.8933,95.3214,301.28,72,100,1.34,1619665123
te anau,-45.4167,167.7167,285.03,90,100,2.35,1619665124
savannah bight,16.45,-85.85,300.37,83,4,0.89,1619665126
moussoro,13.6408,16.4901,299.73,9,10,5.04,1619665127
tucuman,-26.8241,-65.2226,289.15,88,0,2.06,1619664903
sao francisco de paula,-29.4481,-50.5836,288.71,90,6,0.89,1619665129
half moon bay,37.4636,-122.4286,295.15,82,1,5.14,1619665131
puerto quijarro,-17.7833,-57.7667,293.49,57,97,1.77,1619665132
roald,62.5833,6.1333,276.15,81,6,8.23,1619665133
sankheda,22.1667,73.5833,301.15,78,20,2.06,1619665135
semey,50.4111,80.2275,286.15,67,75,3.0,1619665067
mount gambier,-37.8333,140.7667,291.15,68,6,4.12,1619665137
zhigansk,66.7697,123.3711,272.66,97,50,1.34,1619665139
sao joao da barra,-21.6403,-41.0511,296.13,73,97,3.11,1619665003
novaya chigla,51.2233,40.4781,277.34,76,7,0.65,1619665141
steamboat springs,40.485,-106.8317,282.15,34,1,2.12,1619665133
silver city,32.7701,-108.2803,284.15,46,90,6.69,1619665143
reconquista,-29.15,-59.65,287.0,71,0,0.86,1619665145
clovis,36.8252,-119.7029,300.15,16,40,5.14,1619665094
beloha,-25.1667,45.05,293.64,83,0,2.38,1619665147
lydenburg,-25.0978,30.4597,281.48,77,0,0.48,1619665149
altamira,-3.2033,-52.2064,296.31,91,100,0.79,1619665150
ocos,14.5094,-92.1933,299.15,78,90,0.71,1619665152
barra patuca,15.8,-84.2833,299.38,71,8,5.42,1619665153
sinnamary,5.3833,-52.95,298.01,89,100,3.84,1619665154
kutum,14.2,24.6667,297.16,15,100,2.27,1619665156
galveston,29.3669,-94.9669,298.15,83,90,7.72,1619665157
mandera,3.9366,41.867,299.33,75,51,3.99,1619665158
daru,-9.0763,143.2092,298.29,87,99,1.81,1619665159
alindao,5.0267,21.2088,294.94,92,100,1.0,1619665161
vuktyl,63.8567,57.3094,274.69,81,100,2.73,1619665162
kruisfontein,-34.0033,24.7314,290.37,75,100,2.24,1619665164
herat,34.5,62.0,290.15,27,0,1.29,1619665165
marmande,44.5,0.1667,281.48,91,100,0.45,1619665166
sitka,57.0531,-135.33,282.15,81,90,3.6,1619665168
cornwall,45.0181,-74.7281,282.15,87,90,3.6,1619665169
gwanda,-20.9333,29.0,288.74,59,9,2.7,1619665170
kiunga,-6.1219,141.2906,303.92,57,100,1.45,1619665171
bara,10.3744,10.7288,299.23,34,99,2.24,1619665173
the valley,18.217,-63.0578,298.15,83,75,3.09,1619665174
byron bay,-28.65,153.6167,295.15,68,40,4.12,1619664778
mehamn,71.0357,27.8492,271.17,81,100,6.09,1619665176
tommot,58.9564,126.2925,272.78,87,100,3.79,1619665178
edgewater,28.9889,-80.9023,296.15,73,20,4.12,1619665179
bodaybo,57.8506,114.1933,273.76,59,90,2.4,1619665180
guanare,9.0418,-69.7421,298.15,94,100,3.09,1619665182
kargala,56.6208,83.9607,280.93,85,89,4.01,1619665183
kodiak,57.79,-152.4072,280.15,87,90,3.09,1619665184
palmer,42.1584,-72.3287,288.15,100,40,0.86,1619665186
praia da vitoria,38.7333,-27.0667,288.15,88,75,3.72,1619665187
tarko-sale,64.9225,77.785,273.69,100,100,1.95,1619665189
jieshi,22.8134,115.8257,298.5,63,73,2.57,1619664920
comodoro rivadavia,-45.8667,-67.5,288.15,63,0,1.54,1619665191
adwa,14.1646,38.8955,291.38,64,9,1.63,1619665193
minna,9.6139,6.5569,299.33,63,100,1.96,1619665194
kavieng,-2.5744,150.7967,302.17,70,91,4.55,1619665195
eirunepe,-6.6603,-69.8736,295.26,95,86,1.18,1619665197
talaya,61.3833,152.75,272.33,86,73,1.34,1619665198
rundu,-17.9333,19.7667,289.76,77,22,2.55,1619665199
port hardy,50.6996,-127.4199,283.15,93,90,6.69,1619665201
brandon,27.9378,-82.2859,298.15,83,4,3.47,1619665125
nhulunbuy,-12.2333,136.7667,303.15,62,40,5.14,1619665208
batagay-alyta,67.8006,130.4114,269.3,76,5,1.43,1619665073
nago,26.5881,127.9761,294.15,94,90,4.63,1619665210
evans,33.5337,-82.1307,293.71,90,39,2.61,1619664922
palafrugell,41.9174,3.1631,286.48,94,90,1.03,1619665213
keetmanshoop,-26.5833,18.1333,287.15,58,32,3.6,1619665214
sioux lookout,50.1001,-91.917,285.15,40,90,2.57,1619665215
lumby,50.2498,-118.969,288.15,63,100,1.1,1619665217
wenzhou,27.9994,120.6668,298.26,48,21,1.31,1619665218
mangaluru,12.8667,74.8833,302.15,74,40,2.06,1619665034
impfondo,1.6381,18.0667,295.17,98,100,0.87,1619665221
flinders,-34.5833,150.8552,297.04,63,39,1.79,1619665222
nishihara,26.1842,127.7558,294.15,88,90,6.17,1619665223
tomatlan,19.9333,-105.25,295.55,86,84,1.41,1619665225
ambatolampy,-19.3833,47.4167,290.15,82,75,3.6,1619665226
natal,-5.795,-35.2094,299.15,83,20,7.2,1619665131
tagab,34.855,69.6492,292.15,39,0,2.06,1619665228
amposta,40.7131,0.581,282.04,94,42,1.34,1619665230
nalut,30.3333,10.85,301.61,18,91,0.23,1619665231
san jose,37.3394,-121.895,298.15,25,1,7.2,1619664972
cranbrook,49.4999,-115.7688,288.15,38,75,3.09,1619665204
boa vista,2.8197,-60.6733,301.15,74,75,1.54,1619665234
changping,40.2186,116.2197,291.48,24,0,8.0,1619665236
hrodna,53.6884,23.8258,274.83,83,100,3.48,1619665237
jacareacanga,-6.2222,-57.7528,295.07,99,100,0.45,1619665239
huarmey,-10.0681,-78.1522,292.8,88,34,3.99,1619665240
sobolevo,54.4299,31.8996,275.81,85,100,2.28,1619665241
ashtian,34.5217,50.0019,283.97,40,0,3.38,1619665243
didao,45.3667,130.8,288.16,25,91,4.52,1619665244
kanel,15.4916,-13.1763,304.07,18,15,7.25,1619665245
badiraguato,25.3667,-107.5167,298.15,50,1,4.12,1619665246
coahuayana,18.7333,-103.6833,295.81,92,25,0.73,1619665248
excelsior springs,39.3392,-94.2261,288.15,100,90,4.12,1619665018
oktyabrskoye,43.0645,44.7417,279.15,100,25,3.0,1619665250
beshpagir,45.0217,42.3808,278.15,100,83,3.0,1619665251
shelburne,44.0787,-80.2041,283.15,95,100,2.92,1619665253
svetlaya,46.5389,138.3297,283.46,49,34,3.68,1619665255
saint-augustin,51.226,-58.6502,277.0,96,99,1.4,1619665070
matamoros,25.5333,-103.25,307.15,9,75,10.29,1619665257
inta,66.0317,60.1659,270.91,94,100,4.28,1619665259
tongling,30.95,117.7833,296.86,51,3,9.68,1619665260
zhengjiatun,43.5064,123.5064,290.02,25,100,7.48,1619665261
yumen,40.2833,97.2,294.73,10,9,10.18,1619665263
havre-saint-pierre,50.2334,-63.5986,278.15,93,90,2.57,1619665264
rodez,44.5,2.5833,281.48,93,75,1.03,1619665265
malanje,-9.5402,16.341,290.84,90,63,0.59,1619665267
nizhniy baskunchak,48.2198,46.8311,278.88,79,6,3.27,1619665268
teahupoo,-17.8333,-149.2667,302.15,65,75,1.54,1619665269
petropavl,54.8753,69.1628,283.15,66,0,5.0,1619665064
toora-khem,52.4675,96.11,278.32,77,93,5.97,1619665272
gorontalo,0.5412,123.0595,305.18,57,34,2.1,1619665095
belur,13.1667,75.8667,298.92,60,16,2.05,1619665274
khani,41.9563,42.9566,284.15,87,0,5.14,1619665276
onda,39.9667,-0.25,285.93,93,3,1.56,1619665277
ulladulla,-35.35,150.4667,294.15,52,20,2.57,1619665278
saint-orens-de-gameville,43.554,1.5341,284.15,87,90,2.06,1619665280
balabac,7.9868,117.0645,301.71,75,99,4.88,1619665281
china,25.7,-99.2333,300.17,64,32,9.21,1619665092
shetpe,44.1667,52.1167,286.93,38,99,6.35,1619665283
rudnichnyy,59.617,52.4703,275.66,89,99,3.38,1619665285
lewiston,44.1003,-70.2148,282.59,100,90,0.67,1619665286
surt,31.2089,16.5887,294.63,65,100,5.38,1619665287
la oroya,-11.5189,-75.8994,279.18,86,64,0.94,1619665289
hobyo,5.3505,48.5268,301.97,67,10,3.25,1619665290
berbera,10.4396,45.0143,301.91,68,100,3.6,1619665291
pyinmana,19.7333,96.2167,304.9,51,0,2.7,1619665293
hudson bay,52.85,-102.3842,274.33,64,100,1.34,1619665294
obernai,48.4631,7.481,284.26,93,90,3.09,1619665295
nha trang,12.25,109.1833,304.15,55,20,4.63,1619665297
meulaboh,4.1363,96.1285,301.53,74,92,1.11,1619665298
tutoia,-2.7619,-42.2744,298.36,87,100,2.58,1619665299
nanortalik,60.1432,-45.2371,274.75,94,53,1.91,1619665301
cayenne,4.9333,-52.3333,299.26,94,0,3.4,1619665208
phonhong,18.5007,102.4166,298.15,94,75,1.03,1619665303
urengoy,65.9667,78.3667,272.95,99,100,1.82,1619665052
yulara,-25.2406,130.9889,296.15,23,0,5.66,1619665306
prijepolje,43.3719,19.6406,280.37,100,0,1.54,1619665307
pierre,44.3683,-100.351,289.15,39,1,2.57,1619665075
acapulco,16.8634,-99.8901,300.15,78,40,3.6,1619665309
humaita,-7.5061,-63.0208,295.92,98,100,0.51,1619665311
port hedland,-20.3167,118.5667,308.15,15,0,6.17,1619665312
oriximina,-1.7656,-55.8661,296.45,94,94,0.91,1619665313
obo,5.3998,26.4869,292.58,96,100,1.36,1619665315
suntar,62.1444,117.6319,275.77,54,7,1.8,1619665316
sept-iles,50.2001,-66.3821,279.26,70,75,2.57,1619665142
ariquemes,-9.9133,-63.0408,295.58,93,100,1.35,1619665318
santa rosa,14.3122,121.1114,305.15,58,40,1.54,1619665291
belyy yar,53.6039,91.3903,285.15,43,0,1.0,1619665321
pemba,-12.974,40.5178,298.15,94,75,3.09,1619665322
bogorodskoye,56.55,37.8833,272.62,89,17,2.83,1619665324
champerico,14.3,-91.9167,292.04,96,77,0.3,1619665325
la rochelle,46.1667,-1.15,284.15,82,0,4.12,1619665326
shimoda,34.6667,138.95,292.04,94,75,6.69,1619665328
acarau,-2.8856,-40.12,298.4,86,100,3.45,1619665329
quelimane,-17.8786,36.8883,297.15,88,20,0.96,1619665330
murwara,23.85,80.4,308.86,7,0,2.07,1619665332
orcopampa,-15.2661,-72.3417,279.49,73,51,0.13,1619665333
uglovka,58.2392,33.5108,272.71,87,88,2.11,1619665334
fuxin,42.0156,121.6589,288.79,30,100,3.63,1619665336
labrea,-7.2586,-64.7981,295.67,98,100,0.95,1619665337
